chemical_name,cas_number,purity_grades_sold,certifications,primary_hub_id,primary_hub_label,secondary_hubs,sub_industry_tags_provisional,top_customers,customer_count_3yr,last_shipped_date,total_gp_3yr,total_revenue_3yr,transaction_count_3yr,hubspot_deal_count,hubspot_deal_total_usd,kelly_review_status,reviewer_group_status,source_systems,primary_pnum,all_pnums,pmast
"ZIRCONIUM METAL, POWDER, 97% pure, >99% -200 mesh, APS 2.5 +/- 1.0 mu, (Conforming to MIL-Z-399D, Type II, Class I, packed in water), Zr",LOOKUP_NEEDED,97%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Winn-Star Inc.,1,2024-02-29,1967.1,19173.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90637,90637,90637
"ZINC METAL, COARSE POWDER, 99.9% pure, ACS Reagent, -20 mesh, Zn",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Perma-Fix of Florida, Inc",1,2024-07-17,1842.38,5076.31,2,1,2576.53,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",12474,12474,12474
"SODIUM SULFITE, 98% pure, crystalline powder, Cambrex Specification No 836998, Na₂SO₃",LOOKUP_NEEDED,98%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,"Cambrex Charles City, Inc.",1,2024-11-12,1838.16,4050.0,2,2,10037.47,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",C3032,C3032,C3032
"MERCURY (II) ACETATE, ACS Reagent, powder, (Mercuric Acetate), Hg(OOCCH₃)₂",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,ESS,1,2024-08-06,1832.79,3245.13,3,3,9234.89,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2024",15748,15748,15748
90215,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,CJ Chemicals,1,2024-02-12,1807.83,21919.62,2,2,22040.22,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",90215,90215,90215
"MAGNESIUM-ALUMINUM OXIDE, 99% pure, -325 mesh, (Double Spinel), MgAl₂O₄",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,Thermo Fisher Scientific | The Ohio State University,2,2024-02-20,1770.13,4954.44,2,1,3165.44,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",18721,18721,18721
"TITANIUM (IV) OXIDE, RUTILE, 92% pure, -325 mesh,(Titanium Dioxide), TiO₂",LOOKUP_NEEDED,92%,None observed,unclassified,Unclassified,Aerospace & Defense,PROVISIONAL: Unclassified; Aerospace & Defense,Babcock & Wilcox Company | SpaceX,2,2024-08-07,1766.65,6202.3,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",90551,90551,90551
"MAGNESIUM SALICYLATE, TETRAHYDRATE, USP, -20 + 80 mesh, (Magnesium Disalicylate), C₁₄H₁₀MgO₆.4H₂O",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,Professional Botanicals,1,2023-08-30,1749.1,7987.5,1,1,7987.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",11558,11558,11558
"SODIUM METAPERIODATE, 99.9% pure, ACS Reagent, -100 mesh, (Sodium Periodate), NaIO₄",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Aqueous Solutions Global LLC,1,2023-10-04,1723.76,2796.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,13459,13459,13459
"COPPER (I) CYANIDE, 93% pure, powder CuCN",LOOKUP_NEEDED,93%,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,SWIC Scientific & Chemical,1,2024-10-17,1710.27,6402.21,4,1,1680.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024",11148,11148,11148
"MERCURY (II) CHLORIDE, ACS Reagent, powder, (Mercuric Chloride), HgCl₂",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Eagle Picher Technologies,1,2023-10-05,1703.63,14705.0,1,1,14705.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023",12581,12581,12581
"ALUMINUM OXIDE, 99.5% pure, -100 +325 mesh, (Alumina), Al₂O₃",1344-28-1,99.5%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"QC Electronics, Inc. | Corning Incorporated",2,2025-11-04,1698.54,2296.0,3,4,3341.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2025",13931,13931,13931
"SODIUM CHLORIDE, ACS Reagent, crystal,  NaCl",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,HACH Company | Bio Basic Inc.,2,2025-12-02,1696.68,2949.06,12,14,12532.02,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (14 deals), Invoice 2023, Invoice 2025",14766,14766,14766
"CHROMIUM METAL, POWDER, 99.5% pure, minimum 96% -325 mesh, Cr",LOOKUP_NEEDED,99.5%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc. | SpaceX",2,2025-10-14,1683.0,1683.0,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",90411,90411,90411
"SODIUM CARBONATE, ANHYDROUS, 99.5% pure, powder,  Na₂CO₃",LOOKUP_NEEDED,99.5%,Anhydrous,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,Catholic University of America,1,2024-08-08,1659.47,2017.0,4,2,1905.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",90930,90930,90930
"AMMONIUM NITRATE, Reagent Grade, crystal, NH{4}NO{3}",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"RSI Holdings Group, LLC | 0015002",2,2024-11-27,1657.19,8300.67,3,1,3930.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",11476,11476,11476
"ALUMINUM SULFATE, HYDRATE, USP, (Alum), Al₂(SO₄)₃.xH₂O",LOOKUP_NEEDED,USP,USP,consumer-industrial,Consumer & Industrial,Unclassified,PROVISIONAL: Consumer & Industrial; Unclassified,PIDC | PCCA,2,2025-08-26,1590.3,2888.0,3,1,2107.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024, Invoice 2025",90701,90701,90701
C3068,LOOKUP_NEEDED,Unknown,None observed,energy,Energy & Nuclear,,PROVISIONAL: Energy & Nuclear,"Veolia Nuclear Solutions, Inc.",1,2024-03-21,1588.3,1937.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,C3068,C3068,C3068
"ZINC OXIDE, 99.999% pure, -325 mesh, < 5 microns average, ZnO",LOOKUP_NEEDED,99.999%,None observed,life-sciences-pharma,Life Sciences & Pharma,Aerospace & Defense,PROVISIONAL: Life Sciences & Pharma; Aerospace & Defense,"Aldrich Chemical Co. LLC | Biolase, Inc",2,2025-11-17,1581.53,1600.0,5,2,600.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",14253,14253,14253
"CESIUM NITRATE, 99.995% pure, -6 mesh, CsNO₃",LOOKUP_NEEDED,99.995%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Testbourne Ltd,1,2024-10-04,1560.0,1560.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90999,90999,90999
"LITHIUM HYDROXIDE, ANHYDROUS, 99.9% pure, -10 mesh, (Lithium Hydrate), LiOH",LOOKUP_NEEDED,99.9%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,Bepex International LLC,1,2025-02-20,1556.05,6969.0,1,1,6969.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11630,11630,11630
"MOLYBDENUM (IV) SULFIDE, Chemical grade, < 5 microns avg, (Molybdenum Disulfide), MoS₂",LOOKUP_NEEDED,Unknown,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,SpaceX,1,2025-02-06,1550.6,6516.35,4,2,4797.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024, Invoice 2025",12050,12050,12050
"CALCIUM HYDROXIDE, 99.995% pure, Sigma-Aldrich Part No. 450146, (Slaked Lime), Ca(OH)₂",LOOKUP_NEEDED,99.995%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2023-11-06,1545.05,3770.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C2890,C2890,C2890
Lead Acetate Solution with 7.2% as Pb,LOOKUP_NEEDED,7.2%,None observed,aerospace-defense,Aerospace & Defense,,PROVISIONAL: Aerospace & Defense,"B3 Systems, Inc.",1,2025-07-09,1497.28,1732.5,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3110,C3110,C3110
"IRON (II) CHLORIDE, TETRAHYDRATE, Reagent, crystalline, (Ferrous Chloride, Tetrahydrate), FeCl₂.4H₂O",LOOKUP_NEEDED,Reagent,Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,Reagents Holdings LLC | Chemsavers,2,2024-09-05,1493.85,19944.86,7,2,9106.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",13629,13629,13629
"SURROGATE WASTE, PFOOS Simulant for Nuvision Engineering, solution path",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"NuVision Engineering, Inc.",1,2025-06-12,1491.72,1559.98,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3092,C3092,C3092
"POTASSIUM CARBONATE, ANHYDROUS, 99.999% pure, -20mesh,  K₂CO₃",LOOKUP_NEEDED,99.999%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,De Bruyn Spectroscopic,1,2025-03-24,1484.09,5340.1,1,1,20891.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",16422,16422,16422
"ZINC METAL, COARSE POWDER, 99.9% pure, ACS Reagent, +20 mesh, Zn",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Spectrum Chemical Mfg. Corp,1,2024-08-07,1469.25,1676.64,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11682,11682,11682
"VANADIUM OXYSULFATE, HYDRATE, Innophos Spec RV00SFP034OK, (Vanadyl Sulfate, Hydrate), VOSO₄.xH₂O",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Innophos, LLC",1,2023-08-22,1459.06,1878.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C2925,C2925,C2925
"VANADIUM OXYSULFATE, HYDRATE, USP, V 19.5 - 23.0%, for Natural Alternatives Int'l, (Vanadyl Sulfate, Hydrate), VOSO₄.xH₂O",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,Natural Alternatives Int'l,1,2023-10-20,1456.06,1875.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,C3056,C3056,C3056
"AMMONIUM CARBONATE, ACS Reagent, powder,  (NH₄)₂CO₃ (approx.)",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,Advanced Manufacturing,PROVISIONAL: Unclassified; Advanced Manufacturing,PT. Aik Moh Chemical Indonesia | Mallard Creek Polymers | BASF Mobile Emissions Catalyst,3,2025-01-08,1438.57,2251.39,5,1,455.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2024, Invoice 2025",17937,17937,17937
"POTASSIUM CARBONATE, 99% pure, powder, Special for Amplex - Rev. 3, K₂CO₃",LOOKUP_NEEDED,99%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Amplex Chemical Products Ltd.,1,2024-05-18,1428.0,12050.0,1,2,24900.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",C3065,C3065,C3065
"IRON METAL, POWDER, ELECTROLYTIC, 99.9% pure, -325 mesh,  Fe",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Materion Advanced Materials,1,2025-12-01,1418.93,1900.0,4,3,1979.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2024, Invoice 2025",17001,17001,17001
"SILVER SULFATE, 99.9% pure, ACS Reagent, -6 mesh, Ag₂SO₄",LOOKUP_NEEDED,99.9% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"General Nano, LLC",1,2024-09-17,1411.8,6060.46,2,1,3034.78,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",13362,13362,13362
"CALCIUM OXIDE, 99.9% pure, -400 mesh, CaO",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Heirloom Carbon Technologies,1,2024-10-24,1401.0,3861.0,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11318,11318,11318
"SODIUM METAVANADATE, Innophos Spec RNA0MVP239OK, (Sodium Vanadium Oxide), NaVO₃",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Innophos, LLC",1,2025-05-21,1395.01,2283.0,1,2,4566.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2025",C2924,C2924,C2924
"CALCIUM OXIDE, 98% pure, < 10 micron average, CaO",LOOKUP_NEEDED,98%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Vibrantz Colores Y Esmaltes,1,2025-07-22,1384.19,2902.99,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,11315,11315,11315
"ALUMINUM CHLORIDE, ANHYDROUS, 99.99% pure, -4/+14 mesh, (Aluminum Trichloride), AlCl₃",LOOKUP_NEEDED,99.99%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,Engineered Power,1,2023-10-19,1371.75,3061.75,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,13299,13299,13299
"TIN METAL, POWDER, 99.9% pure, -100 mesh,  Sn",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,Unclassified,PROVISIONAL: Advanced Manufacturing; Unclassified,Kinon surface Design | 0014289,2,2024-10-09,1369.03,3631.14,2,1,1815.59,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",17255,17255,17255
"VANADIUM METAL, POWDER, 99.5% pure, -325 mesh, V",LOOKUP_NEEDED,99.5%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Aldrich Chemical Co. LLC,1,2023-11-28,1338.69,2906.67,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,13330,13330,13330
"COPPER (II) OXIDE, 99+% pure, -325 mesh, black, (Cupric Oxide), CuO",LOOKUP_NEEDED,Unknown,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Nepa Chemical & Logistics | Yee Young Cerachem, Ltd. | Checon Corporation",6,2025-11-19,1332.98,16886.2,7,4,8494.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (4 deals), Invoice 2023, Invoice 2024, Invoice 2025",12569,12569,12569
"MANGANESE (II) SULFATE, MONOHYDRATE, 99.9% pure, -8 mesh, MnSO₄.H₂O",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014234,1,2024-05-28,1331.7,8490.0,1,1,8490.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",18301,18301,18301
"MAGNESIUM OXIDE, 99.5% pure, ACS Reagent, -325 mesh, MgO",LOOKUP_NEEDED,99.5% | ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,Life Sciences & Pharma,PROVISIONAL: Unclassified; Life Sciences & Pharma,Shanghai Hengbang Int'l Trade | Spectrum Chemical Mfg. Corp | Mo-Sci Corporation,4,2025-02-28,1323.26,4532.85,4,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024, Invoice 2025",14682,14682,14682
"SUCROSE, ACS Reagent, crystal, C₁₂H₂₂O₁₁",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,ExPost Technology,1,2024-10-11,1317.57,3179.18,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,90191,90191,90191
"IRON (III) OXIDE, ANHYDROUS, 95% pure, -200 mesh, (Ferric Oxide, Anhydrous), Fe₂O₃",LOOKUP_NEEDED,95%,Anhydrous,unclassified,Unclassified,,PROVISIONAL: Unclassified,Babcock & Wilcox Company,1,2024-02-21,1312.5,4812.5,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024",C2821,C2821,C2821
"ZINC OXIDE, USP, -200 mesh, ZnO",LOOKUP_NEEDED,USP,USP,unclassified,Unclassified,,PROVISIONAL: Unclassified,Fraser Laboratories,1,2025-03-19,1305.5,5124.01,2,1,5124.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11589,11589,11589
"CHALK MIXTURE, Developmental for Championship Billiard",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Championship, LLC",1,2025-07-24,1290.33,1325.0,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2025,C3099,C3099,C3099
"AMMONIUM THIOCYANATE, ACS Reagent, crystal, (Ammonium Sulfocyanide), NH₄SCN",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Calvary Industries, Inc.",1,2024-11-18,1281.91,3720.0,5,1,2232.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",90225,90225,90225
"NIOBIUM (V) FLUORIDE, 98% pure, -100 mesh, (Niobium Pentafluoride), NbF₅",LOOKUP_NEEDED,98%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"The Chemical  Co., Ltd",1,2025-07-28,1270.0,4000.0,1,1,4000.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2025",11525,11525,11525
"ZIRCONIUM OXIDE, 98.5% pure, -30 +60 mesh, (Zirconium Dioxide, Zirconia), ZrO₂",LOOKUP_NEEDED,98.5%,None observed,unclassified,Unclassified,Aerospace & Defense,PROVISIONAL: Unclassified; Aerospace & Defense,"NeoGraf Solutions, LLC | Catholic University of America",2,2024-08-08,1267.5,1267.5,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11537,11537,11537
"NICKEL (II) CARBONATE, 99.9% pure, -100 mesh, (Nickelous Carbonate), NiCO₃",LOOKUP_NEEDED,99.9%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,Hot Switch | A & C American Chemicals Ltd.,2,2024-09-26,1241.54,4057.6,3,2,2687.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",11570,11570,11570
11468,LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014241,1,2024-06-19,1212.86,5659.83,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2024,11468,11468,11468
"IRON (II,III) OXIDE, 99.5% pure, -325 mesh, <3 microns average, (Ferrosoferric Oxide), Fe₃O₄",LOOKUP_NEEDED,99.5%,None observed,unclassified,Unclassified,Aerospace & Defense,PROVISIONAL: Unclassified; Aerospace & Defense,Hitemco | Southwest Research Institute,2,2024-08-21,1206.56,1267.0,2,2,1267.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",15969,15969,15969
"MOLYBDENUM (IV) OXIDE, 99% pure, -200 mesh, (Molybdenum Dioxide), MoO₂",LOOKUP_NEEDED,99%,None observed,life-sciences-pharma,Life Sciences & Pharma,Unclassified,PROVISIONAL: Life Sciences & Pharma; Unclassified,"Thermo Fisher Scientific | SCI Engineered Materials, Inc.",2,2024-05-10,1158.64,2543.96,5,2,1923.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023, Invoice 2024",11588,11588,11588
"SODIUM PHOSPHATE TRIBASIC, DODECAHYDRATE, Chemically Pure, crystal, (Trisodium Phosphate, Dodecahydrate), Na₃PO₄.12H₂O",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Symcon, Inc. | Symcon, Inc",2,2025-04-15,1155.87,2902.5,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2023, Invoice 2024, Invoice 2025",90861,90861,90861
"SODIUM SULFATE, ANHYDROUS, ACS Reagent, -10/+30 mesh, Na₂SO₄",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Anhydrous | Reagent,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,Pyrotek High Temperature | 0014237,2,2024-05-08,1153.2,2441.0,2,1,2391.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C2979,C2979,C2979
"MERCURY (II) SULFATE, ACS Reagent, crystalline, (Mercuric Sulfate), HgSO₄",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,unclassified,Unclassified,,PROVISIONAL: Unclassified,SCP Science,1,2024-04-11,1145.78,7625.0,1,1,7825.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",12484,12484,12484
"BARIUM (II) NITRATE, ACS Reagent, crystal,  Ba(NO₃)₂",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,aerospace-defense,Aerospace & Defense,Unclassified,PROVISIONAL: Aerospace & Defense; Unclassified,"B3 Systems, Inc. | METSS Corporation",2,2025-10-20,1141.77,1603.74,3,0,0.0,PENDING_REVIEW,PENDING_REVIEW,"Invoice 2024, Invoice 2025",16907,16907,16907
"CIP CONCENTRATED ANTI-FOAM, 10% Solution, C₆H₁₆O₂",LOOKUP_NEEDED,10%,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,"Crazy Bottling Company, LLC.",1,2023-07-28,1134.23,1199.4,2,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,12174,12174,12174
"MOLYBDENUM (V) CHLORIDE, 99.6% pure, -8 mesh, (Molybdenum Pentachloride), MoCl₅",LOOKUP_NEEDED,99.6%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Strem Chemicals, Inc.",1,2023-11-14,1126.0,8256.0,1,0,0.0,PENDING_REVIEW,PENDING_REVIEW,Invoice 2023,18055,18055,18055
"CALCIUM GLUCONATE, MONOHYDRATE, U.S.P./N.F., powder, (Gluconic Acid, Calcium Salt), C₁₂H₂₂CaO{  1}₄.H₂O",LOOKUP_NEEDED,Unknown,None observed,unclassified,Unclassified,,PROVISIONAL: Unclassified,0014229,1,2024-03-19,1123.09,1964.34,2,1,100.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",90272,90272,90272
"CALCIUM ACETATE, HYDRATE, Reagent, powder,  Ca(OOCCH₃)₂.xH₂O",LOOKUP_NEEDED,Reagent,Reagent,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,"Advancing Eco-Agriculture, LLC",1,2024-05-09,1100.11,5820.2,1,2,9034.51,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2024",11164,11164,11164
"CITRIC ACID, MONOHYDRATE, ACS Reagent, -40 mesh, (2-Hydroxy-1,2,3-propanetricarboxylic Acid, Monohydrate), HOCOCH₂(OH)(COOH)CH₂COOH.H₂O",LOOKUP_NEEDED,ACS Reagent | Reagent,ACS Reagent | Reagent,advanced-manufacturing,Advanced Manufacturing,Unclassified,PROVISIONAL: Advanced Manufacturing; Unclassified,ExPost Technology | LEGOR Extraordinary Matter,2,2024-10-11,1099.86,3295.16,3,1,2680.5,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",90254,90254,90254
"LEAD (IV) OXIDE, Missiles & Space Batteries, Drawing No. 274618, Rev. 4, (Lead Dioxide, Lead Peroxide, Lead Superoxide), PbO₂",LOOKUP_NEEDED,Unknown,None observed,consumer-industrial,Consumer & Industrial,,PROVISIONAL: Consumer & Industrial,Missiles & Space Batteries Ltd,1,2024-05-30,1099.7,2198.4,1,1,2198.4,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2024",C2990,C2990,C2990
"ANTIMONY METAL, POWDER, 99.999% pure, -200 mesh, Sb",LOOKUP_NEEDED,99.999%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-05-08,1087.0,4218.0,2,1,2642.0,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (1 deals), Invoice 2023, Invoice 2025",13505,13505,13505
"IRON METAL, POWDER, ELECTROLYTIC, 99.9% pure, -20 mesh,  Fe",LOOKUP_NEEDED,99.9%,None observed,life-sciences-pharma,Life Sciences & Pharma,,PROVISIONAL: Life Sciences & Pharma,Thermo Fisher Scientific,1,2025-07-09,1082.18,3076.96,5,3,2199.2,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (3 deals), Invoice 2023, Invoice 2025",15947,15947,15947
"TIN (II) OXIDE, 99.9% pure, -100 mesh, (Stannous Oxide), SnO",LOOKUP_NEEDED,99.9%,None observed,advanced-manufacturing,Advanced Manufacturing,,PROVISIONAL: Advanced Manufacturing,"Yee Young Cerachem, Ltd. | E.I. Dupont  de Nemours &",2,2023-07-31,1079.1,1833.9,2,2,2482.6,PENDING_REVIEW,PENDING_REVIEW,"HubSpot (2 deals), Invoice 2023",16867,16867,16867
